customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,nps,sentiment_score,tenure_bucket,monthly_to_total_ratio,has_dependents,contract_payment,avg_monthly_charges,num_services,segment
3487-EARAT,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,0,9,0.9020618509258289,48-72,0.014189150371639094,1,One year_Credit card (automatic),74.60428464851023,7,1
2672-TGEFF,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,0,6,0.6705116257775439,24-48,0.026582448989961996,1,Month-to-month_Electronic check,90.28513269499642,5,2
9231-ZJYAM,Female,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,292.8,1,0,0.0,0-6,0.26929644716770335,0,Month-to-month_Electronic check,73.19998170000457,3,2
4250-WAROZ,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55,0,8,0.7695239759153408,48-72,0.01614844446473778,1,Month-to-month_Electronic check,96.24249839595836,6,1
8184-WMOFI,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4,4487.3,0,10,0.9440004284864192,48-72,0.01591157265707406,1,One year_Credit card (automatic),72.3758052842612,6,1
6982-SSHFK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,1,3,0.29131854833811743,0-6,0.999999977477478,0,Month-to-month_Mailed check,44.3999556000444,2,3
6092-QZVPP,Male,0,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,0,7,0.7042194097164151,24-48,0.0277412914314642,0,Month-to-month_Credit card (automatic),79.3041644637732,7,2
4625-LAMOB,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,905.55,0,9,0.8527073669312023,24-48,0.022527745544113804,0,Two year_Credit card (automatic),20.58068135043906,1,0
0727-BMPLR,Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.3,1,6,0.587494577050217,48-72,0.018151126274090875,0,One year_Electronic check,100.16908908783475,6,1
0392-BZIUW,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,7589.8,0,7,0.6736725345289617,48-72,0.013834356634715755,0,Two year_Credit card (automatic),105.41388742480713,7,1
1038-ZAGBI,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,1,4,0.3461512226834746,6-12,0.08623693342231302,1,One year_Bank transfer (automatic),19.133331738889023,1,3
6549-NNDYT,Female,0,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,0,7,0.7517942330776791,12-24,0.07827962426216792,0,Month-to-month_Bank transfer (automatic),30.315382283432136,3,3
3027-ZTDHO,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,1,5,0.5605951801552892,0-6,0.9999999888765296,0,Month-to-month_Electronic check,89.89991010008991,4,2
0422-OHQHQ,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,295.95,0,8,0.8515716339146155,12-24,0.06943740473242979,1,One year_Mailed check,19.729998684666754,1,3
6916-HIJSE,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.85,5459.2,0,8,0.7957922104689251,48-72,0.01554257033712951,0,Two year_Bank transfer (automatic),83.98769101557399,8,1
2316-ESMLS,Female,0,Yes,Yes,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.15,444.75,0,8,0.7988808597304065,6-12,0.07453625615618605,1,One year_Credit card (automatic),37.062496911458595,4,3
9778-OGKQZ,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.0,6782.15,0,8,0.7468413322130325,48-72,0.013565019940053668,0,Two year_Credit card (automatic),94.19652646949268,9,1
7408-OFWXJ,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,0,9,0.9207316447620669,48-72,0.013793209376649353,1,Two year_Credit card (automatic),90.42291541079284,9,1
6007-TCTST,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,0,10,1.0,48-72,0.013661298883541402,1,Two year_Bank transfer (automatic),117.72916503153938,9,1
2252-NKNSI,Male,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.15,4461.85,0,7,0.842197369826284,48-72,0.019084012232799395,1,Two year_Mailed check,85.80480604221528,8,1
8713-IGZSO,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,62.0,0,7,0.7543551181007871,0-6,0.4008064451482832,0,Month-to-month_Mailed check,30.99998450000775,2,3
7905-TVXTA,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.35,352.65,0,8,0.8157622463285428,0-6,0.18247554180497508,0,Month-to-month_Electronic check,70.52998589400282,5,2
7695-PKLCZ,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1424.9,0,8,0.7979195344503338,48-72,0.014386974514431205,0,Two year_Credit card (automatic),20.954411456552776,1,0
2382-BCKQJ,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,1,6,0.6500653268538612,48-72,0.015615133345970682,1,One year_Electronic check,103.44596607345215,6,1
8374-UULRV,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05,6309.65,0,6,0.5542130664809739,48-72,0.01363784044857673,0,Two year_Credit card (automatic),87.63402656063852,8,1
2207-NHRJK,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.8,50.8,1,6,0.6569818906007016,0-6,0.9999999803149611,0,Month-to-month_Electronic check,50.799949200050804,3,3
3224-DFQNQ,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.0,5898.6,0,10,0.945642824988135,48-72,0.01508832604090999,0,One year_Electronic check,89.37272591859507,6,1
5275-PMFUT,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,0,9,0.8719238071392634,48-72,0.013729540756665173,1,Two year_Credit card (automatic),65.55208242288775,8,1
4795-UXVCJ,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,457.3,0,7,0.608091025029777,24-48,0.043297616349666265,0,One year_Credit card (automatic),17.588460861982274,1,3
9777-IQHWP,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4,5822.3,0,6,0.6307038111524546,48-72,0.016041770431609197,1,Two year_Bank transfer (automatic),90.97343607854006,6,1
0947-MUGVO,Male,1,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,1,0,0.01249645131315947,12-24,0.05032456436602353,0,Month-to-month_Electronic check,73.17499634125018,3,2
9944-HKVVB,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,1,6,0.5719258487616988,0-6,0.3093688994490277,0,Month-to-month_Electronic check,102.46663251112248,5,2
4124-MMETB,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,1,5,0.45354306045120907,12-24,0.044973984916027665,0,Month-to-month_Credit card (automatic),95.66135928812004,5,2
3671-SHRSP,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,319.15,1,1,0.16893611133500336,0-6,0.2525458240559429,0,Month-to-month_Mailed check,79.78748005312998,4,2
0979-MOZQI,Male,0,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,0,9,0.8933198031198415,48-72,0.016684848866634648,0,Two year_Bank transfer (automatic),37.70080584353539,4,0
2732-ISEZX,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,104.3,0,6,0.5616352312739712,0-6,0.1965484161404754,0,Month-to-month_Mailed check,20.859995828000834,1,3
3313-QKNKB,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,1,0,0.09609664818090125,48-72,0.016825150203686558,0,One year_Electronic check,86.18050701388971,4,1
0323-XWWTN,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,121.25,0,10,0.9671468540429143,0-6,0.2177319569671591,1,Two year_Mailed check,40.416653194448934,2,3
1937-OTUKY,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.2,7015.9,0,9,0.9569308535726893,48-72,0.013996778743426107,0,Two year_Bank transfer (automatic),97.4430542021798,7,1
1573-LGXBA,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55,5598.0,0,6,0.5424504717994713,48-72,0.01742586637773743,1,One year_Credit card (automatic),98.21052459279782,6,1
1764-VUUMT,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1269.1,0,9,0.8822526884896513,48-72,0.015719801421700572,1,Two year_Credit card (automatic),19.22878758744261,1,0
5073-WXOYN,Female,0,No,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,1,1,0.12511456126911935,48-72,0.016780075306606305,0,Month-to-month_Electronic check,50.45666582572224,5,0
4713-ZBURT,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.7,4634.35,0,8,0.7971081525197988,24-48,0.021513265070287467,1,Two year_Bank transfer (automatic),102.98555326698772,6,1
3050-GBUSH,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.8,113.95,0,6,0.6121881510756526,0-6,0.30539710131288195,0,Month-to-month_Credit card (automatic),37.98332067222644,3,3
0207-MDKNV,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75,1,4,0.3730582576987998,12-24,0.06640341174133411,0,Month-to-month_Electronic check,105.5166596322227,7,2
7876-AEHIG,Female,0,No,Yes,51,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077.0,0,7,0.6201101924050203,48-72,0.01954826128711464,1,One year_Bank transfer (automatic),60.333332150326825,7,1
7945-HLKEA,Female,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,4039.5,0,9,0.9732788192182356,48-72,0.01602921153211308,0,One year_Electronic check,67.32499887791668,6,1
9342-VNIMQ,Male,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,0,7,0.6761085811312965,24-48,0.03281888059523247,0,Month-to-month_Bank transfer (automatic),50.460604531496834,4,2
9851-KIELU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,1,6,0.6144506227766169,6-12,0.10553052803073848,0,Month-to-month_Electronic check,104.32998956700105,8,2
3523-BRGUW,Male,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,504.2,0,6,0.6350978745816163,24-48,0.038278460852283896,0,One year_Credit card (automatic),19.392306946449732,1,3
3908-BLSYF,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,1,3,0.31543791021556966,0-6,0.16862626837779868,0,Month-to-month_Electronic check,82.92498617916897,4,2
3199-NPKCN,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,0,8,0.7645704366530893,48-72,0.014810327955268106,0,One year_Electronic check,112.11417743113168,8,1
5170-PTRKA,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,0,7,0.7579882480975886,48-72,0.02008978674517969,1,One year_Credit card (automatic),36.367346196584776,4,0
4661-NJEUX,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,20.05,0,6,0.6256839587512434,0-6,0.9999999501246907,0,Month-to-month_Mailed check,20.049979950020052,1,3
2123-AGEEN,Female,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,609.65,0,10,1.0,6-12,0.1383580740779823,0,Month-to-month_Electronic check,87.09284470102219,4,2
1258-YMZNM,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.6,0,9,0.9087792401792945,24-48,0.038668812976389695,0,One year_Bank transfer (automatic),105.83703311714692,8,1
0048-LUMLS,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,3247.55,0,7,0.7841131172128528,24-48,0.02808270849468593,1,One year_Credit card (automatic),87.7716192494157,4,2
7549-MYGPK,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,1,1,0.06349688903734255,48-72,0.0161776891058142,1,Month-to-month_Electronic check,98.65634764037544,7,1
5898-IGSLP,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.3,2823.0,0,8,0.8207627914183874,24-48,0.03163301451235104,1,Month-to-month_Electronic check,91.06451319146731,6,2
3804-RVTGV,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,1,2,0.17356852541999113,48-72,0.020695908642919168,1,Month-to-month_Bank transfer (automatic),100.35799799284004,7,1
6259-WJQLC,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,0,10,0.9031847096829998,24-48,0.03096306193339198,0,Month-to-month_Credit card (automatic),81.85155994213876,4,2
9227-LUNBG,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,1,5,0.40186327375685593,0-6,0.9999999593495951,0,Month-to-month_Electronic check,24.599975400024604,2,3
7997-EASSD,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1,0,10,0.9492681812511643,48-72,0.016354151977532344,0,One year_Credit card (automatic),78.81110986014112,4,1
0730-KOAVE,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,0,6,0.5670778416993852,24-48,0.03519050638683789,0,Month-to-month_Credit card (automatic),89.32333035588898,6,2
8975-SKGRX,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,8310.55,0,6,0.7086474874680432,48-72,0.013970194510114229,0,Two year_Bank transfer (automatic),117.04999835140846,9,1
0678-RLHVP,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5682.25,0,10,1.0,48-72,0.01857538826722242,0,Two year_Electronic check,107.21226212807053,7,1
4315-MURBD,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,1,5,0.539417151042971,6-12,0.08822873447680205,0,Month-to-month_Bank transfer (automatic),93.41249221562566,6,2
2267-FPIMA,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,0,10,0.9681460746874821,48-72,0.019206901458990643,0,Month-to-month_Credit card (automatic),98.29799803404003,6,1
1051-GEJLJ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,0,9,0.9030663584759724,0-6,0.7078039670488577,0,Month-to-month_Mailed check,13.774993112503443,1,3
9734-YWGEX,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,1,5,0.6153076492373107,6-12,0.10644288023124755,0,Month-to-month_Credit card (automatic),102.61109970987782,6,2
2719-BDAQO,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,1,2,0.13927911631112178,12-24,0.05773075381679281,0,Month-to-month_Electronic check,95.62646496314912,5,2
5285-MVEHD,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,0,6,0.6228119398683657,48-72,0.017400904646436868,0,One year_Credit card (automatic),108.36874806484379,7,1
0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,0,8,0.8805647883455132,48-72,0.015068721517602945,1,Two year_Credit card (automatic),80.57611820035645,7,1
0781-LKXBR,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,1,2,0.24829715427361201,6-12,0.10940561712453122,0,Month-to-month_Electronic check,102.0666553259272,6,2
5543-QDCRY,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85,0,10,1.0,0-6,0.2401532883110356,0,Month-to-month_Electronic check,58.71248532187867,3,2
0297-RBCSG,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,0,9,0.9106432628263564,12-24,0.05305029017084036,0,One year_Bank transfer (automatic),64.8342071139891,5,2
4694-PHWFW,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.9,0,7,0.7301726512593548,6-12,0.11673493202612678,1,Month-to-month_Mailed check,21.362497329687837,1,3
0835-JKADZ,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,0,9,0.9054887193395187,48-72,0.01393385645135251,0,Two year_Electronic check,112.45281531756598,8,1
1907-UBQFC,Male,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,1,3,0.32666727795697903,6-12,0.10578668393844959,0,Month-to-month_Electronic check,68.86499311350069,3,2
7508-SMHXL,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.3,0,8,0.7542396793848289,12-24,0.06908328800040107,0,Month-to-month_Credit card (automatic),85.88666094088927,5,2
3865-YIOTT,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,0,9,0.9396174204471841,48-72,0.013518506719307063,1,One year_Bank transfer (automatic),109.00694293045913,7,1
5993-BQHEA,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,267.0,0,6,0.6147124156383528,6-12,0.07509363267755194,0,One year_Credit card (automatic),22.24999814583349,1,3
6024-RUGGH,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.2,1798.9,0,8,0.8031329683127274,48-72,0.014008560779360408,1,Two year_Bank transfer (automatic),24.9847218752122,2,0
6513-EECDB,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,1,5,0.5873195818907927,0-6,0.9999999864038072,0,Month-to-month_Electronic check,73.54992645007356,3,2
3956-CJUST,Female,1,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,0,6,0.5867307300447613,12-24,0.045876304313299685,0,Month-to-month_Bank transfer (automatic),71.45869254527423,3,2
4079-WWQQQ,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,0,7,0.7603911017310216,48-72,0.013635087205559062,0,Two year_Bank transfer (automatic),66.77013796152586,8,1
6103-BOCOU,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193.0,0,8,0.8653639298549879,24-48,0.03679890559197497,0,Month-to-month_Electronic check,84.34615060207113,4,2
5149-TGWDZ,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.4,0,7,0.7427772192292731,12-24,0.046686612464639364,0,One year_Mailed check,106.63809016009094,7,2
7471-WNSUF,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.15,1505.9,0,8,0.751745016463171,48-72,0.01603692143167745,0,One year_Bank transfer (automatic),25.098332915027786,2,0
8942-DBMHZ,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,255.35,0,10,1.0,6-12,0.08008615594248618,0,Month-to-month_Mailed check,21.279164893402925,1,3
4301-VVZKA,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,0,9,0.997923715056575,12-24,0.06339330749672666,0,Month-to-month_Electronic check,74.33749535390655,3,2
9199-PWQVC,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,0,10,0.9090723232656648,48-72,0.016652215242595362,0,One year_Credit card (automatic),75.97063371475184,7,1
4824-GUCBY,Female,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,0,7,0.6906170752851899,12-24,0.044867922431287864,0,Month-to-month_Electronic check,82.76817805599191,4,2
5393-HJZSM,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,0,9,0.95811542598341,24-48,0.03173678845673656,1,Month-to-month_Bank transfer (automatic),75.12968515219735,7,2
7074-IEVOJ,Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,1,2,0.19423397001061812,0-6,0.38722262673873387,0,Month-to-month_Electronic check,68.34997721667426,4,2
9625-QSTYE,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,1,3,0.34049439084869365,12-24,0.08521474316369344,0,Month-to-month_Electronic check,73.25384051893535,4,2
0862-PRCBS,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,0,6,0.6704595514299562,48-72,0.01473836734194598,1,Two year_Credit card (automatic),103.52132200703939,7,1
8812-ZRHFP,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,0,9,0.9116003141574401,24-48,0.03406158269771613,1,One year_Electronic check,84.6016638466112,4,2
5146-CBVOE,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,0,6,0.625449526042777,12-24,0.06192027038634598,0,Month-to-month_Bank transfer (automatic),75.80312026230497,3,2
0454-OKRCT,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,0,9,0.90459354667901,24-48,0.030402474433102306,0,Two year_Bank transfer (automatic),80.33636120192845,4,2
5787-KXGIY,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,0,6,0.6148902940985158,48-72,0.014791538921833585,0,Two year_Credit card (automatic),18.122221970524695,1,0
4750-ZRXIU,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,1,1,0.20513012174481354,0-6,0.23493473969748752,0,Month-to-month_Electronic check,90.02497749375563,4,2
4198-VFOEA,Female,0,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,0,10,0.9968025753659676,6-12,0.07716155683279009,0,One year_Mailed check,36.28749697604192,4,3
6630-UJZMY,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,0,8,0.782342298102721,0-6,0.2702483354317535,0,Month-to-month_Electronic check,77.01248074687982,4,2
